"","Date","CPI","Wheat"
"1",1551,1.1479014,1.14125
"2",1552,1.1116138,0.5178
"3",1553,1.0431466,0.43194375
"4",1554,1.1116138,NA
"5",1555,1.0874547,1.03656666666667
"6",1556,1.4902374,1.616675
"7",1557,1.6473207,0.425244444444445
"8",1558,0.9263611,0.3917625
"9",1559,1.0271057,NA
"10",1560,1.0673057,NA
"11",1561,1.139881,1
"12",1562,1.0714138,NA
"13",1563,1.0874547,NA
"14",1564,1.1277525,NA
"15",1565,1.1680503,NA
"16",1566,1.1559219,NA
"17",1567,1.1357729,NA
"18",1568,1.1317627,0.68685
"19",1569,1.1116138,NA
"20",1570,1.2083482,0.66665
"21",1571,1.0673057,0.8007
"22",1572,1.0874547,NA
"23",1573,1.1035934,NA
"24",1574,1.1035934,NA
"25",1575,1.1680503,NA
"26",1576,1.244538,1.22038333333333
"27",1577,1.462068,1.25
"28",1578,1.4137498,0.688883333333333
"29",1579,1.3130052,NA
"30",1580,1.3774621,NA
"31",1581,1.3976111,NA
"32",1582,1.3814724,0.966675
"33",1583,1.3049847,0.9
"34",1584,1.3412723,1.1
"35",1585,1.3613234,1.766675
"36",1586,1.41776,1.6
"37",1587,1.977626,0.6428
"38",1588,1.3936008,1
"39",1589,1.4257804,1.3
"40",1590,1.5949922,1.16665
"41",1591,1.8487121,0.93335
"42",1592,1.4902374,1.01665
"43",1593,1.4338987,1.8
"44",1594,1.5345454,2
"45",1595,2.0742626,2.04721666666667
"46",1596,2.0339647,2.42778333333333
"47",1597,2.7590323,2.24445
"48",1598,2.3320904,1.515275
"49",1599,1.9091588,1.458325
"50",1600,1.8487121,1.53889166666667
"51",1601,2.1588684,1.077775
"52",1602,1.8970303,1.17779166666667
"53",1603,1.804404,1.13333333333333
"54",1604,1.6271718,1.38333333333333
"55",1605,1.804404,1.20555
"56",1606,1.8849997,1.41944166666667
"57",1607,1.8084142,1.76666666666667
"58",1608,2.042083,2.24444166666667
"59",1609,2.2514948,1.47778333333333
"60",1610,2.0259443,1.6
"61",1611,1.8648508,1.81389166666667
"62",1612,2.1105502,1.92778333333333
"63",1613,2.2111969,2.16110833333333
"64",1614,2.2836744,1.7125
"65",1615,2.2595152,1.85555833333333
"66",1616,2.2636233,1.95
"67",1617,2.1628787,2.022225
"68",1618,2.1105502,1.477775
"69",1619,1.9896567,1.10555
"70",1620,1.9534669,1.08333333333333
"71",1621,1.8567325,1.97221666666667
"72",1622,2.1065399,2.48889166666667
"73",1623,2.3682802,1.76665833333333
"74",1624,2.1870378,2.01334
"75",1625,2.150848,2.4
"76",1626,2.2233254,1.577775
"77",1627,1.9977749,1.11666666666667
"78",1628,1.8768814,1.5
"79",1629,2.0541136,1.85555833333333
"80",1630,2.3964496,1.87221666666667
"81",1631,2.7469038,2.03333333333333
"82",1632,2.3361007,2.08889166666667
"83",1633,2.2756539,2.05
"84",1634,2.4609066,2.14445
"85",1635,2.4045679,2.06666666666667
"86",1636,2.3884292,1.84444166666667
"87",1637,2.5012044,2.277775
"88",1638,2.8476484,1.70555
"89",1639,2.4448657,1.36666666666667
"90",1640,2.1991663,1.75555833333333
"91",1641,2.3602598,1.52778333333333
"92",1642,2.2434743,1.44513333333333
"93",1643,2.2273356,1.56666666666667
"94",1644,2.1387195,1.61665833333333
"95",1645,2.3119415,1.53889166666667
"96",1646,2.2917926,2.36666666666667
"97",1647,2.6864571,3.16666666666667
"98",1648,3.1013683,2.81111666666667
"99",1649,3.3067699,3.066675
"100",1650,3.3792473,2.26110833333333
"101",1651,2.8355199,1.977775
"102",1652,2.6099694,1.55555833333333
"103",1653,2.3320904,1.09443333333333
"104",1654,2.1870378,NA
"105",1655,2.1387195,0.944458333333333
"106",1656,2.2514948,1.54444166666667
"107",1657,2.4650146,1.89025454545455
"108",1658,2.601949,2.54318181818182
"109",1659,2.8193812,1.47055
"110",1660,2.7549243,2.16780454545455
"111",1661,2.6099694,3.66187857142857
"112",1662,3.0973581,1.90745
"113",1663,2.7187345,2.06338181818182
"114",1664,2.6462571,1.71611818181818
"115",1665,2.4810555,1.47118181818182
"116",1666,2.6744264,1.13246818181818
"117",1667,2.3239722,1.32718181818182
"118",1668,2.4247168,1.818
"119",1669,2.3038233,1.46723636363636
"120",1670,2.3239722,1.74286428571429
"121",1671,2.3964496,1.56666666666667
"122",1672,2.2434743,1.51433
"123",1673,2.3562496,2.43445909090909
"124",1674,2.6179899,2.34454090909091
"125",1675,2.7831914,1.54144090909091
"126",1676,2.6261081,1.34295
"127",1677,2.3844189,2.13301818181818
"128",1678,2.5495227,2.36659090909091
"129",1679,2.4730351,1.79412272727273
"130",1680,2.2877824,1.98863636363636
"131",1681,2.2836744,1.6514
"132",1682,2.4165985,1.7096
"133",1683,2.36427,1.6183
"134",1684,2.2958028,2.1603
"135",1685,2.6220001,1.3106
"136",1686,2.2514948,1.5516
"137",1687,2.3361007,1.1368
"138",1688,2.2193152,0.9475
"139",1689,2.1548582,1.465
"140",1690,2.0662421,1.170125
"141",1691,1.9856464,1.8589
"142",1692,2.1830276,2.2959
"143",1693,2.6261081,2.8835
"144",1694,2.7912119,1.7294
"145",1695,2.597841,2.6988
"146",1696,2.8073506,2.4618
"147",1697,2.7912119,2.8368
"148",1698,3.0892398,2.7774
"149",1699,3.1133989,1.8764
"150",1700,2.7025958,1.6293
"151",1701,2.3602598,1.2433
"152",1702,2.3441211,1.326
"153",1703,2.2193152,1.9243
"154",1704,2.36427,1.3259
"155",1705,2.2071867,1.1146
"156",1706,2.3481313,1.1516
"157",1707,2.1387195,1.3455
"158",1708,2.2998131,2.4179
"159",1709,2.8073506,3.4761
"160",1710,3.2141435,2.2491
"161",1711,3.5806386,2.0405
"162",1712,2.5696716,1.7629
"163",1713,2.3924394,2.4443
"164",1714,2.5576409,1.5555
"165",1715,2.601949,2.1778
"166",1716,2.597841,1.9033
"167",1717,2.4247168,1.748
"168",1718,2.3159518,1.2519
"169",1719,2.4528861,1.5774
"170",1720,2.5576409,1.5776
"171",1721,2.4327372,1.2905
"172",1722,2.2313459,1.4384
"173",1723,2.1145604,1.4046
"174",1724,2.3722905,1.8073
"175",1725,2.4568964,1.9035
"176",1726,2.5656614,1.4774
"177",1727,2.4005576,2.2163
"178",1728,2.6139797,2.211
"179",1729,2.7428936,1.5108
"180",1730,2.4125883,1.3479
"181",1731,2.2273356,1.1369
"182",1732,2.2434743,1.1469
"183",1733,2.191048,1.234
"184",1734,2.086391,1.555
"185",1735,2.1306991,1.6593
"186",1736,2.1708991,1.3456
"187",1737,2.3401109,1.3065
"188",1738,2.2676335,1.3248
"189",1739,2.2031765,1.8196
"190",1740,2.5938307,2.5098
"191",1741,2.8676995,1.3318
"192",1742,2.5415023,1.0458
"193",1743,2.3320904,0.9274
"194",1744,2.086391,0.9274
"195",1745,2.1265911,1.311
"196",1746,2.3924394,1.4015
"197",1747,2.3119415,1.349
"198",1748,2.4125883,1.4291
"199",1749,2.4528861,1.3388
"200",1750,2.3763985,1.3805
"201",1751,2.3119415,1.7466
"202",1752,2.4207066,1.7293
"203",1753,2.3562496,1.6594
"204",1754,2.4770453,1.2969
"205",1755,2.3279824,1.52
"206",1756,2.4247168,2.496
"207",1757,2.9523054,2.1058
"208",1758,2.944285,1.5618
"209",1759,2.7106162,1.4501
"210",1760,2.5898205,1.4294
"211",1761,2.4730351,1.4294
"212",1762,2.5696716,1.527
"213",1763,2.6381388,1.8966
"214",1764,2.8718076,1.9558
"215",1765,2.9724543,1.9176
"216",1766,3.0087419,2.5798
"217",1767,3.1818661,2.5729
"218",1768,3.1456763,2.0359
"219",1769,2.8878484,1.75
"220",1770,2.8758178,2.1684
"221",1771,3.1215172,2.4893
"222",1772,3.4558327,2.761
"223",1773,3.4437043,2.4683
"224",1774,3.4758838,2.817
"225",1775,3.2826107,1.8684
"226",1776,3.2101333,2.0394
"227",1777,3.1980048,2.3269
"228",1778,3.3269188,1.7308
"229",1779,3.0449317,1.717
"230",1780,2.9402748,2.4891
"231",1781,3.0610704,2.4036
"232",1782,3.0610704,2.5865
"233",1783,3.1167245,2.4293
"234",1784,3.0346617,2.2223
"235",1785,2.8676995,1.9778
"236",1786,2.8149798,1.971
"237",1787,2.8970426,2.3379
"238",1788,2.9790076,2.4066
"239",1789,3.1459698,2.8241
"240",1790,3.2543436,2.55164705882353
"241",1791,3.1459698,2.20852941176471
"242",1792,3.0903157,2.21776470588235
"243",1793,3.3099976,2.43482352941176
"244",1794,3.3920604,2.75414705882353
"245",1795,4.0276316,4.08282352941176
"246",1796,4.2210025,3.5625
"247",1797,3.6673964,2.81426470588235
"248",1798,3.6146766,2.60870588235294
"249",1799,4.1096944,4.03352941176471
"250",1800,5.5157172,6.19558823529412
"251",1801,6.163319,5.43161764705882
"252",1802,4.7447766,3.28161764705882
"253",1803,4.4631808,2.83591176470588
"254",1804,4.6075487,3.58970588235294
"255",1805,5.3537434,4.30147058823529
"256",1806,5.1179228,4.056
"257",1807,5.0228512,3.71323529411765
"258",1808,5.1953885,4.19705882352941
"259",1809,5.6987202,5.11764705882353
"260",1810,5.8782021,5.28088235294118
"261",1811,5.7092837,5.31617647058824
"262",1812,6.4625207,6.30661764705882
"263",1813,6.6208755,5.06591176470588
"264",1814,5.7797071,3.71176470588235
"265",1815,5.163698,3.28235294117647
"266",1816,4.7306919,4.46176470588235
"267",1817,5.3713492,4.75
"268",1818,5.3854339,4.20833333333333
"269",1819,5.2516294,3.65
"270",1820,4.7623824,3.27916666666667
"271",1821,4.1886273,2.71666666666667
"272",1822,3.6220124,2.17083333333333
"273",1823,3.8683965,2.59333333333333
"274",1824,4.1991908,3.10416666666667
"275",1825,4.9278774,3.33333333333333
"276",1826,4.6568451,2.84583333333333
"277",1827,4.3541223,2.79583333333333
"278",1828,4.2273602,3.02083333333333
"279",1829,4.1851062,3.3
"280",1830,4.0337937,3.22083333333333
"281",1831,4.4351092,3.31666666666667
"282",1832,4.1077382,2.93333333333333
"283",1833,3.857833,2.65166666666667
"284",1834,3.5586313,2.31291666666667
"285",1835,3.6184912,1.97083333333333
"286",1836,4.0161878,2.42166666666667
"287",1837,4.1147806,2.77916666666667
"288",1838,4.1429499,3.21666666666667
"289",1839,4.4455749,3.52916666666667
"290",1840,4.5265618,3.3125
"291",1841,4.4210245,3.21666666666667
"292",1842,4.0866112,2.86041666666667
"293",1843,3.6255336,2.5075
"294",1844,3.6220124,2.55666666666667
"295",1845,3.7979731,2.54416666666667
"296",1846,3.9492856,2.72958333333333
"297",1847,4.4245457,3.46666666666667
"298",1848,3.8895235,2.52583333333333
"299",1849,3.6430416,2.21166666666667
"300",1850,3.412098,2.08269230769231
"301",1851,3.2902374,1.93
"302",1852,3.2902374,2.005
"303",1853,3.6151991,2.665
"304",1854,4.1432619,3.625
"305",1855,4.2651225,3.74
"306",1856,4.2651225,3.46
"307",1857,4.0620214,2.82
"308",1858,3.6964395,2.21
"309",1859,3.6558193,2.195
"310",1860,3.7776799,2.665
"311",1861,3.8589204,2.77
"312",1862,3.7776799,2.775
"313",1863,3.6558193,2.245
"314",1864,3.6151991,2.01
"315",1865,3.6558193,2.055
"316",1866,3.8589204,2.4555
"317",1867,4.1026416,3.225
"318",1868,4.0620214,3.195
"319",1869,3.8589204,2.41
"320",1870,3.8589204,2.305
"321",1871,3.8995406,2.84
"322",1872,4.0620214,2.85
"323",1873,4.2245023,2.94
"324",1874,4.0620214,2.79
"325",1875,3.980781,2.26
"326",1876,3.980781,2.31
"327",1877,3.9401608,2.845
"328",1878,3.8589204,2.325
"329",1879,3.6964395,2.155
"330",1880,3.8183001,2.22
"331",1881,3.7776799,2.27
"332",1882,3.8183001,2.255
"333",1883,3.7776799,2.085
"334",1884,3.6964395,1.79
"335",1885,3.5745789,1.605
"336",1886,3.5339586,1.55
"337",1887,3.4933384,1.63
"338",1888,3.5339586,1.555
"339",1889,3.5745789,1.495
"340",1890,3.5745789,1.5555
"341",1891,3.6151991,1.85
"342",1892,3.6151991,1.515
"343",1893,3.5745789,1.31
"344",1894,3.5339586,1.105
"345",1895,3.4933384,1.155
"346",1896,3.4527182,1.31
"347",1897,3.5339586,1.51
"348",1898,3.5339586,1.7
"349",1899,3.5745789,1.29
"350",1900,3.7370597,1.3055
"351",1901,3.7370597,1.345
"352",1902,3.7370597,1.405
"353",1903,3.7776799,1.345
"354",1904,3.7776799,1.42
"355",1905,3.7776799,1.49
"356",1906,3.7776799,1.415
"357",1907,3.8183001,1.535
"358",1908,3.8183001,1.6
"359",1909,3.8589204,1.8055
"360",1910,3.8995406,1.59
"361",1911,3.8995406,1.59
"362",1912,4.0214012,1.745
"363",1913,3.980781,1.595
"364",1914,3.9807805,1.75
"365",1915,4.8592146,2.6555
"366",1916,5.9390401,2.925
"367",1917,6.6589237,3.795
"368",1918,7.9187201,3.645
"369",1919,8.0987888,3.605
"370",1920,9.5384583,4.035
"371",1921,6.9109808,3.645
"372",1922,6.4069644,2.355
"373",1923,6.3709702,2.11
"374",1924,6.4790506,2.465
"375",1925,6.2989819,2.61
"376",1926,6.2989819,2.665
"377",1927,6.0470226,2.465
"378",1928,6.0110284,2.24
"379",1929,5.9750342,2.11
"380",1930,5.5071099,1.715
"381",1931,5.2912426,1.2
"382",1932,5.1123476,1.25
"383",1933,5.1123476,1.105
"384",1934,5.1477549,1.015
"385",1935,5.289482,1.11
"386",1936,5.4370777,1.545
"387",1937,5.7263027,2
"388",1938,5.5788048,1.4055
"389",1939,6.2635746,1.075
"390",1940,7.0545663,2.105
"391",1941,7.202162,3.105
"392",1942,7.1430846,3.43
"393",1943,7.1430846,3.49
"394",1944,7.2611416,3.1555
"395",1945,7.3166,3.055
"396",1946,7.3166,3.185
"397",1947,7.5873208,3.595
"398",1948,7.9604677,4.5
"399",1949,8.2384987,4.98
